,powerPlay,AverageScore,battingTeam,bowlingTeam,city,delivery_left,score,CurrentRunRate,wicketsLeft,Run_In_Last5,Wickets_In_Last5,Final_Score,innings
79556,0,110.0,Bangladesh,West Indies,St Kitts,15,130,7.428571428571429,3,23.0,2.0,143,1
97626,1,149.28571428571428,Pakistan,South Africa,Cape Town,85,55,9.428571428571429,9,45.0,0.0,186,2
2344,0,154.0,India,Sri Lanka,St Lucia,3,161,8.256410256410257,6,36.0,2.0,163,1
162704,0,113.2,West Indies,Afghanistan,St Kitts,71,53,6.4897959183673475,9,39.0,0.0,147,2
153416,0,148.54545454545453,Pakistan,Zimbabwe,Lahore,76,85,11.590909090909092,10,65.0,0.0,173,2
22340,0,157.21428571428572,Pakistan,Zimbabwe,Harare,38,91,6.658536585365854,6,41.0,2.0,136,1
169223,0,151.0,South Africa,England,Birmingham,77,54,7.534883720930233,6,32.0,3.0,90,2
164336,0,117.33333333333333,Australia,South Africa,Port Elizabeth,44,102,8.052631578947368,8,31.0,1.0,146,2
20164,0,145.89473684210526,Bangladesh,Sri Lanka,Dhaka,1,191,9.630252100840337,5,43.0,2.0,193,1
676,0,159.2,New Zealand,Sri Lanka,Lauderhill,57,57,5.428571428571429,7,25.0,1.0,120,1
1218,0,159.2,Bangladesh,West Indies,Lauderhill,17,155,9.029126213592232,5,43.0,1.0,184,1
132225,0,141.33333333333334,Pakistan,England,London,20,116,6.959999999999999,5,33.0,2.0,137,2
27966,0,153.14285714285714,England,Afghanistan,Colombo,47,85,6.986301369863014,8,29.0,1.0,196,1
49757,0,168.66666666666666,South Africa,New Zealand,Auckland,20,152,9.12,6,47.0,2.0,185,1
666,0,159.2,New Zealand,Sri Lanka,Lauderhill,67,51,5.773584905660377,8,24.0,1.0,120,1
172626,0,132.0,Ireland,West Indies,Jamaica,11,108,5.944954128440367,6,32.0,1.0,117,2
139196,0,126.0,India,West Indies,Kolkata,14,108,6.113207547169811,5,35.0,1.0,110,2
10500,1,138.1627906976744,Pakistan,Australia,Dubai,89,30,5.806451612903225,7,29.0,3.0,96,1
57398,0,163.23076923076923,Australia,England,Sydney,31,156,10.516853932584269,5,45.0,3.0,221,1
53546,0,148.20689655172413,New Zealand,Bangladesh,Mirpur,51,101,8.782608695652174,8,31.0,2.0,204,1
96963,0,149.28571428571428,Sri Lanka,South Africa,Cape Town,27,117,7.548387096774194,7,35.0,1.0,170,2
99053,0,128.3953488372093,Afghanistan,Netherlands,Dubai,15,129,7.371428571428571,6,41.0,2.0,150,2
105334,0,149.27586206896552,Australia,South Africa,Johannesburg,43,107,8.337662337662337,7,47.0,0.0,205,2
90441,0,148.5,West Indies,New Zealand,Dominica,31,108,7.280898876404494,7,35.0,2.0,165,1
27941,0,153.14285714285714,England,Afghanistan,Colombo,71,62,7.591836734693878,9,52.0,0.0,196,1
22533,1,157.21428571428572,Zimbabwe,India,Harare,91,28,5.793103448275862,7,28.0,3.0,99,1
148730,0,138.0,Bangladesh,South Africa,Potchefstroom,77,62,8.651162790697674,6,40.0,3.0,141,2
28544,0,153.14285714285714,Pakistan,Australia,Colombo,82,33,5.210526315789474,8,28.0,1.0,149,1
35983,0,168.44444444444446,Sri Lanka,England,Southampton,18,141,8.294117647058824,3,37.0,2.0,163,1
160581,0,145.33333333333334,Bangladesh,India,Delhi,34,96,6.697674418604651,8,35.0,0.0,154,2
98556,1,149.28571428571428,South Africa,Australia,Cape Town,92,39,8.357142857142856,8,39.0,2.0,96,2
136419,1,149.95833333333334,New Zealand,England,Auckland,91,30,6.206896551724138,8,29.0,2.0,152,2
114604,0,162.58333333333334,West Indies,New Zealand,Hamilton,24,121,7.5625,5,35.0,2.0,155,2
174092,0,158.0,Sri Lanka,India,Indore,22,171,10.469387755102042,2,50.0,7.0,172,2
23738,0,157.21428571428572,Zimbabwe,Pakistan,Harare,0,118,5.9,1,33.0,4.0,118,1
135559,0,170.66666666666666,India,New Zealand,Rajkot,17,126,7.339805825242718,5,38.0,1.0,156,2
123975,0,143.44444444444446,England,South Africa,Southampton,49,112,9.464788732394366,9,48.0,0.0,143,2
82211,0,177.33333333333334,South Africa,Australia,Centurion,22,122,7.469387755102042,6,43.0,1.0,156,1
127369,0,129.41666666666666,New Zealand,Pakistan,Abu Dhabi,48,82,6.833333333333333,8,31.0,1.0,146,2
91387,0,183.5,New Zealand,West Indies,Nelson,79,45,6.585365853658537,9,37.0,0.0,187,1
73745,0,151.36363636363637,Pakistan,England,Manchester,17,126,7.339805825242718,5,30.0,2.0,154,1
73073,0,140.16666666666666,Zimbabwe,New Zealand,Guyana,44,74,5.842105263157895,3,13.0,4.0,84,1
162737,0,113.2,West Indies,Afghanistan,St Kitts,38,86,6.2926829268292686,7,30.0,2.0,147,2
89712,0,173.0,Australia,Sri Lanka,Victoria,28,128,8.347826086956522,6,41.0,2.0,173,1
49070,1,168.66666666666666,New Zealand,India,Auckland,85,48,8.22857142857143,10,35.0,0.0,132,1
149124,0,138.0,Netherlands,Bangladesh,The Hague,35,77,5.435294117647059,5,26.0,3.0,131,2
59423,0,149.0,Sri Lanka,Bangladesh,Chattogram,76,68,9.272727272727273,8,50.0,1.0,168,1
69346,0,142.375,Pakistan,England,Cardiff,8,155,8.303571428571429,5,37.0,3.0,173,1
116594,0,136.78571428571428,Sri Lanka,Bangladesh,Sharjah,51,88,7.6521739130434785,6,23.0,3.0,172,2
151293,0,132.1764705882353,Bangladesh,Australia,Barbados,53,64,5.73134328358209,5,36.0,1.0,114,2
45285,0,129.66666666666666,West Indies,Pakistan,Trinidad,80,49,7.35,9,34.0,1.0,124,1
156108,0,148.0,New Zealand,Pakistan,Christchurch,53,54,4.835820895522389,4,35.0,1.0,80,2
22049,0,157.21428571428572,Zimbabwe,Australia,Harare,79,48,7.024390243902439,7,44.0,2.0,151,1
114085,0,162.58333333333334,India,New Zealand,Hamilton,54,115,10.454545454545455,8,57.0,1.0,208,2
85810,0,166.4,West Indies,Australia,Brisbane,71,64,7.836734693877552,9,41.0,0.0,191,1
90589,0,148.5,West Indies,New Zealand,Dominica,15,131,7.485714285714286,4,33.0,3.0,132,1
15660,1,170.24137931034483,South Africa,Sri Lanka,Johannesburg,87,35,6.363636363636363,8,31.0,2.0,113,1
93877,0,148.91666666666666,Pakistan,West Indies,St Lucia,21,110,6.666666666666667,2,26.0,3.0,143,2
76904,0,156.0,India,Bangladesh,Delhi,38,84,6.146341463414634,7,30.0,1.0,148,1
171254,0,157.57142857142858,West Indies,New Zealand,Mount Maunganui,16,142,8.192307692307693,2,41.0,4.0,166,2
173939,0,121.5,New Zealand,West Indies,Dominica,78,47,6.714285714285714,9,34.0,0.0,117,2
72346,0,174.0,West Indies,India,Chennai,26,130,8.297872340425533,7,49.0,1.0,181,1
40198,0,139.69230769230768,India,Australia,Melbourne,8,172,9.214285714285714,8,54.0,1.0,184,1
129592,0,141.33333333333334,Ireland,Pakistan,London,43,87,6.779220779220779,8,40.0,0.0,120,2
62086,0,179.8,Ireland,Afghanistan,Dehradun,42,74,5.6923076923076925,4,24.0,3.0,132,1
66667,0,161.36363636363637,Pakistan,South Africa,Lahore,17,138,8.03883495145631,5,39.0,2.0,169,1
162488,0,147.33333333333334,South Africa,England,Chester-le-Street,51,73,6.3478260869565215,7,31.0,0.0,119,2
39833,0,172.66666666666666,West Indies,South Africa,St George's,3,156,8.0,4,58.0,1.0,167,1
118420,0,135.609756097561,Sri Lanka,India,Colombo,9,171,9.243243243243244,5,40.0,1.0,175,2
120768,0,135.609756097561,Sri Lanka,India,Colombo,39,76,5.62962962962963,7,39.0,1.0,82,2
16075,0,170.24137931034483,South Africa,Pakistan,Johannesburg,40,100,7.5,7,25.0,2.0,153,1
130361,0,141.33333333333334,New Zealand,South Africa,London,69,62,7.294117647058823,10,46.0,0.0,169,2
157022,1,174.0,India,West Indies,Chennai,83,50,8.108108108108107,8,45.0,2.0,182,2
15379,0,170.24137931034483,Sri Lanka,Bangladesh,Johannesburg,36,90,6.428571428571429,6,33.0,2.0,147,1
15542,0,170.24137931034483,West Indies,South Africa,Johannesburg,82,31,4.894736842105264,8,27.0,2.0,131,1
34729,0,169.58823529411765,Sri Lanka,Australia,Pallekele,32,116,7.909090909090909,7,44.0,1.0,198,1
81285,0,131.66666666666666,South Africa,New Zealand,Port Elizabeth,28,123,8.021739130434783,7,59.0,1.0,179,1
27082,0,146.14285714285714,Bangladesh,Sri Lanka,Sharjah,64,69,7.392857142857142,8,37.0,2.0,171,1
130147,0,141.33333333333334,Pakistan,Sri Lanka,London,56,66,6.1875,7,30.0,0.0,131,2
150360,0,132.1764705882353,South Africa,England,Barbados,44,81,6.394736842105264,5,36.0,2.0,129,2
103456,0,128.3953488372093,England,Pakistan,Dubai,5,128,6.678260869565217,4,26.0,3.0,136,2
142207,0,130.3448275862069,Pakistan,West Indies,Mirpur,28,74,4.826086956521739,3,37.0,3.0,82,2
142063,0,130.3448275862069,India,South Africa,Mirpur,52,90,7.941176470588235,8,32.0,1.0,176,2
1279,0,154.0,West Indies,Australia,St Lucia,80,42,6.3,8,33.0,2.0,150,1
141124,0,130.3448275862069,Zimbabwe,Bangladesh,Mirpur,45,64,5.12,5,31.0,2.0,136,2
133567,0,146.15384615384616,Pakistan,India,Durban,10,119,6.490909090909091,4,42.0,2.0,141,2
23735,0,157.21428571428572,Zimbabwe,Pakistan,Harare,3,116,5.948717948717949,1,33.0,5.0,118,1
38462,0,146.41666666666666,Sri Lanka,West Indies,Abu Dhabi,11,165,9.082568807339449,8,48.0,1.0,189,1
87741,0,165.5,West Indies,Afghanistan,Lucknow,78,62,8.857142857142858,9,56.0,0.0,164,1
99626,0,128.3953488372093,Pakistan,Afghanistan,Dubai,23,110,6.804123711340206,7,35.0,1.0,148,2
124428,0,143.44444444444446,Australia,England,Southampton,28,118,7.695652173913043,5,32.0,2.0,146,2
120399,1,135.609756097561,South Africa,Sri Lanka,Colombo,90,39,7.8,10,38.0,0.0,121,2
66985,0,161.36363636363637,Sri Lanka,Pakistan,Lahore,67,74,8.377358490566037,8,47.0,1.0,182,1
10513,0,138.1627906976744,Pakistan,Australia,Dubai,78,33,4.714285714285714,6,20.0,3.0,96,1
122348,0,147.11764705882354,Sri Lanka,India,Pallekele,23,104,6.432989690721649,3,25.0,3.0,116,2
114773,1,162.58333333333334,South Africa,New Zealand,Hamilton,85,62,10.62857142857143,8,53.0,2.0,174,2
70164,0,142.375,England,Australia,Cardiff,44,92,7.2631578947368425,8,52.0,0.0,182,1
73085,0,140.16666666666666,Zimbabwe,New Zealand,Guyana,33,81,5.586206896551724,1,16.0,3.0,84,1
1343,0,154.0,West Indies,Australia,St Lucia,16,135,7.788461538461539,5,62.0,1.0,150,1
28339,0,153.14285714285714,Ireland,West Indies,Colombo,44,79,6.236842105263158,6,36.0,1.0,129,1
129017,0,131.0,Sri Lanka,Australia,Melbourne,78,67,9.571428571428571,9,52.0,0.0,172,2
117822,0,135.609756097561,Australia,Pakistan,Colombo,41,64,4.860759493670886,6,29.0,2.0,117,2
116187,1,136.78571428571428,Pakistan,England,Sharjah,93,23,5.111111111111111,7,19.0,3.0,154,2
84008,0,174.16666666666666,India,England,Ahmedabad,17,182,10.601941747572814,8,43.0,1.0,224,1
174059,0,158.0,Sri Lanka,India,Indore,53,113,10.119402985074627,9,51.0,0.0,172,2
43632,0,152.8,India,West Indies,London,3,141,7.230769230769231,3,54.0,3.0,153,1
105055,0,149.27586206896552,South Africa,Australia,Johannesburg,76,53,7.2272727272727275,8,28.0,2.0,168,2
115127,0,162.58333333333334,Bangladesh,New Zealand,Hamilton,8,133,7.124999999999999,2,24.0,2.0,144,2
128618,1,131.0,South Africa,Australia,Melbourne,92,35,7.499999999999999,7,35.0,3.0,130,2
98510,0,149.28571428571428,West Indies,South Africa,Cape Town,20,154,9.24,6,37.0,2.0,168,2
42335,0,152.8,Australia,West Indies,London,59,65,6.39344262295082,7,33.0,0.0,169,1
31596,0,153.14285714285714,West Indies,Sri Lanka,Colombo,4,154,7.9655172413793105,4,33.0,2.0,162,1
92000,1,119.2,India,West Indies,Lauderhill,85,31,5.314285714285715,9,29.0,1.0,98,2
108207,0,135.2,England,New Zealand,Wellington,52,98,8.647058823529411,7,38.0,2.0,184,2
140757,0,130.3448275862069,Bangladesh,South Africa,Mirpur,60,57,5.7,6,25.0,2.0,96,2
82848,0,177.33333333333334,Pakistan,South Africa,Centurion,69,80,9.411764705882353,9,51.0,0.0,195,1
64243,0,153.88235294117646,Pakistan,England,Barbados,49,85,7.183098591549295,6,30.0,3.0,147,1
105330,0,149.27586206896552,Australia,South Africa,Johannesburg,47,105,8.63013698630137,7,59.0,0.0,205,2
6468,0,156.9047619047619,Bangladesh,Australia,Cape Town,77,40,5.5813953488372094,10,30.0,0.0,123,1
61142,0,154.66666666666666,Ireland,Zimbabwe,Bready,36,97,6.928571428571429,9,45.0,0.0,178,1
168622,0,160.25,Afghanistan,Zimbabwe,Bulawayo,76,58,7.909090909090909,9,43.0,1.0,154,2
21131,0,157.21428571428572,Zimbabwe,India,Harare,23,116,7.175257731958762,6,31.0,1.0,145,1
114499,0,162.58333333333334,New Zealand,India,Hamilton,7,170,9.026548672566372,6,60.0,1.0,179,2
147601,0,120.66666666666667,Ireland,Zimbabwe,Bready,67,115,13.018867924528301,9,65.0,1.0,134,2
20957,0,157.21428571428572,Pakistan,Zimbabwe,Harare,72,47,5.875,7,26.0,3.0,136,1
69834,0,142.375,England,South Africa,Cardiff,7,179,9.504424778761063,5,47.0,2.0,181,1
111502,0,138.07142857142858,Bangladesh,Zimbabwe,Harare,59,76,7.475409836065574,10,38.0,0.0,153,2
16682,0,162.46666666666667,Pakistan,New Zealand,Wellington,47,48,3.945205479452055,4,16.0,2.0,105,1
12272,0,138.1627906976744,Netherlands,Ireland,Dubai,14,126,7.132075471698113,6,40.0,1.0,158,1
150495,0,132.1764705882353,England,Pakistan,Barbados,27,124,8.0,8,41.0,0.0,151,2
14710,0,170.24137931034483,South Africa,India,Johannesburg,83,31,5.027027027027027,8,24.0,2.0,126,1
72585,0,140.16666666666666,England,Ireland,Guyana,37,72,5.204819277108434,6,27.0,1.0,120,1
982,0,159.2,West Indies,India,Lauderhill,0,244,12.2,4,40.0,5.0,245,1
133185,0,123.16666666666667,West Indies,England,Trinidad,76,55,7.5,8,26.0,1.0,123,2
1973,0,154.0,Pakistan,Bangladesh,St Lucia,0,172,8.6,7,34.0,3.0,172,1
6595,0,156.9047619047619,India,South Africa,Cape Town,79,61,8.926829268292684,9,39.0,0.0,172,1
128864,0,131.0,Australia,South Africa,Melbourne,83,58,9.405405405405405,9,46.0,1.0,102,2
38185,0,146.41666666666666,Afghanistan,Zimbabwe,Abu Dhabi,38,96,7.024390243902439,6,41.0,3.0,183,1
2564,0,154.0,India,South Africa,St Lucia,30,111,7.4,8,44.0,0.0,186,1
166523,0,166.66666666666666,England,India,Ahmedabad,2,180,9.152542372881355,2,38.0,4.0,188,2
39264,0,172.66666666666666,South Africa,West Indies,St George's,58,92,8.903225806451612,7,45.0,1.0,167,1
17741,1,162.46666666666667,New Zealand,India,Wellington,89,55,10.64516129032258,10,55.0,0.0,219,1
88914,0,134.0,India,West Indies,Jamaica,21,156,9.454545454545455,7,47.0,1.0,190,1
147715,0,120.66666666666667,Ireland,Afghanistan,Bready,20,130,7.8,4,41.0,1.0,144,2
29268,1,153.14285714285714,Bangladesh,Sri Lanka,Colombo,91,49,10.13793103448276,10,49.0,0.0,176,1
41988,0,152.8,Sri Lanka,Ireland,London,27,104,6.709677419354839,6,31.0,2.0,144,1
91882,0,162.0,Afghanistan,Netherlands,Edinburgh,80,39,5.85,8,34.0,1.0,162,1
115844,0,136.78571428571428,Zimbabwe,Afghanistan,Sharjah,12,122,6.777777777777778,6,47.0,1.0,141,2
103618,1,149.27586206896552,South Africa,Pakistan,Johannesburg,88,50,9.375,9,49.0,1.0,141,2
156961,0,174.0,India,New Zealand,Chennai,23,134,8.288659793814432,7,41.0,1.0,166,2
39791,0,172.66666666666666,West Indies,South Africa,St George's,42,87,6.6923076923076925,6,27.0,2.0,167,1
19595,0,145.89473684210526,Afghanistan,Bangladesh,Dhaka,68,51,5.884615384615385,6,24.0,1.0,164,1
140726,1,130.3448275862069,Bangladesh,South Africa,Mirpur,91,28,5.793103448275862,8,28.0,2.0,96,2
112408,0,138.07142857142858,New Zealand,Zimbabwe,Harare,44,118,9.31578947368421,10,66.0,0.0,127,2
154143,0,109.5,Pakistan,West Indies,Karachi,36,120,8.571428571428571,8,34.0,1.0,154,2
127348,0,129.41666666666666,New Zealand,Pakistan,Abu Dhabi,69,59,6.9411764705882355,9,42.0,1.0,146,2
114612,0,162.58333333333334,West Indies,New Zealand,Hamilton,16,143,8.25,5,56.0,1.0,155,2
97665,0,149.28571428571428,Pakistan,South Africa,Cape Town,49,105,8.873239436619718,7,42.0,2.0,186,2
164426,0,117.33333333333333,New Zealand,South Africa,Port Elizabeth,77,54,7.534883720930233,8,46.0,1.0,146,2
55731,1,155.71428571428572,Sri Lanka,India,Nagpur,89,35,6.774193548387096,10,34.0,0.0,215,1
156674,0,141.0,West Indies,Pakistan,St Vincent,61,32,3.254237288135593,6,26.0,1.0,124,2
2457,0,154.0,New Zealand,England,St Lucia,12,133,7.388888888888889,6,44.0,1.0,149,1
131942,0,141.33333333333334,West Indies,South Africa,London,17,142,8.271844660194175,4,39.0,2.0,163,2
174535,0,137.0,Pakistan,Sri Lanka,King City,41,79,6.0,5,27.0,3.0,141,2
100633,0,128.3953488372093,Australia,Sri Lanka,Dubai,37,123,8.891566265060241,8,41.0,0.0,155,2
38389,0,146.41666666666666,Sri Lanka,West Indies,Abu Dhabi,80,56,8.4,9,42.0,1.0,189,1
69414,0,142.375,Pakistan,England,Cardiff,60,37,3.7,6,15.0,0.0,89,1
118613,0,135.609756097561,Sri Lanka,Pakistan,Colombo,38,93,6.8048780487804885,5,43.0,2.0,146,2
31157,0,153.14285714285714,India,Australia,Colombo,69,64,7.529411764705882,8,37.0,1.0,140,1
88344,1,136.0,West Indies,Zimbabwe,Antigua,88,30,5.625,9,27.0,1.0,158,1
55982,0,155.71428571428572,Afghanistan,West Indies,Nagpur,82,34,5.368421052631579,8,29.0,2.0,123,1
108574,0,125.15789473684211,West Indies,Bangladesh,Dhaka,25,150,9.473684210526315,2,49.0,3.0,175,2
145835,0,130.8,Netherlands,South Africa,Chattogram,25,127,8.021052631578947,2,26.0,4.0,139,2
111489,0,138.07142857142858,Bangladesh,Zimbabwe,Harare,71,57,6.979591836734694,10,47.0,0.0,153,2
113465,0,138.07142857142858,Zimbabwe,Pakistan,Harare,59,74,7.278688524590164,8,43.0,0.0,138,2
19512,0,145.89473684210526,Zimbabwe,Bangladesh,Dhaka,40,79,5.925,5,23.0,1.0,144,1
147836,0,120.66666666666667,Ireland,Zimbabwe,Bready,11,106,5.834862385321101,1,17.0,3.0,119,2
135883,0,149.95833333333334,New Zealand,Australia,Auckland,14,158,8.943396226415095,3,53.0,1.0,170,2
118580,0,135.609756097561,Sri Lanka,Pakistan,Colombo,71,48,5.877551020408164,7,29.0,0.0,146,2
19043,0,145.89473684210526,West Indies,Bangladesh,Dhaka,40,156,11.7,6,39.0,2.0,190,1
134681,0,146.15384615384616,South Africa,India,Durban,35,84,5.929411764705883,5,38.0,0.0,116,2
149941,0,132.1764705882353,Australia,West Indies,Barbados,39,103,7.62962962962963,6,36.0,2.0,146,2
96099,0,143.0,England,Pakistan,Nottingham,42,140,10.76923076923077,5,48.0,1.0,201,2
118827,0,135.609756097561,India,Sri Lanka,Colombo,73,71,9.063829787234043,7,49.0,1.0,153,2
115835,0,136.78571428571428,Zimbabwe,Afghanistan,Sharjah,21,112,6.787878787878788,6,43.0,1.0,141,2
157660,0,130.5,Pakistan,England,Manchester,74,86,11.217391304347826,10,54.0,0.0,139,2
40036,0,139.69230769230768,England,Australia,Melbourne,45,87,6.96,4,29.0,2.0,130,1
140036,0,130.3448275862069,Australia,Pakistan,Mirpur,17,161,9.378640776699028,5,35.0,2.0,175,2
134221,0,146.15384615384616,West Indies,South Africa,Durban,14,121,6.849056603773584,2,35.0,3.0,126,2
72544,0,140.16666666666666,England,Ireland,Guyana,78,35,5.0,7,23.0,3.0,120,1
73994,0,151.36363636363637,New Zealand,England,Manchester,12,102,5.666666666666667,3,30.0,2.0,123,1
80534,0,130.71428571428572,South Africa,Sri Lanka,Hambantota,1,139,7.008403361344539,4,38.0,2.0,145,1
66321,1,87.0,West Indies,India,Providence,87,21,3.8181818181818183,7,21.0,3.0,146,1
140675,0,130.3448275862069,Bangladesh,Zimbabwe,Mirpur,32,106,7.2272727272727275,5,32.0,2.0,136,2
117444,0,135.609756097561,Sri Lanka,West Indies,Colombo,70,43,5.159999999999999,9,24.0,0.0,101,2
69957,0,142.375,India,England,Cardiff,5,128,6.678260869565217,5,39.0,1.0,148,1
70635,0,166.28571428571428,Zimbabwe,Ireland,Dublin,64,59,6.321428571428571,7,28.0,3.0,152,1
49856,0,168.66666666666666,England,New Zealand,Auckland,43,143,11.142857142857142,7,54.0,1.0,214,1
126738,0,129.41666666666666,Australia,Pakistan,Abu Dhabi,44,60,4.736842105263158,3,30.0,1.0,89,2
145946,0,130.8,New Zealand,South Africa,Chattogram,28,135,8.804347826086957,7,50.0,1.0,168,2
121336,0,135.609756097561,India,Sri Lanka,Colombo,76,53,7.2272727272727275,8,31.0,2.0,174,2
65410,0,191.25,South Africa,England,Mumbai,2,219,11.135593220338983,6,54.0,1.0,229,1
60046,0,149.0,Bangladesh,Zimbabwe,Chattogram,20,144,8.639999999999999,6,42.0,1.0,175,1
18415,0,145.89473684210526,New Zealand,Bangladesh,Dhaka,41,73,5.544303797468355,5,24.0,2.0,128,1
36095,0,168.44444444444446,England,Australia,Southampton,28,119,7.760869565217391,5,39.0,2.0,162,1
26011,0,177.6,New Zealand,Pakistan,Chandigarh,79,59,8.634146341463415,10,41.0,0.0,180,1
167428,0,156.33333333333334,West Indies,Australia,Gros Islet,31,134,9.03370786516854,6,63.0,2.0,142,2
20484,0,145.89473684210526,New Zealand,Bangladesh,Dhaka,45,55,4.4,5,23.0,3.0,93,1
97819,0,149.28571428571428,South Africa,England,Cape Town,18,103,6.0588235294117645,6,29.0,2.0,135,2
61440,0,154.66666666666666,Zimbabwe,Ireland,Bready,59,53,5.213114754098361,7,29.0,1.0,124,1
51536,0,143.0,Afghanistan,Sri Lanka,Kolkata,24,105,6.5625,6,54.0,0.0,153,1
87644,0,165.5,Afghanistan,West Indies,Lucknow,51,79,6.869565217391305,6,25.0,2.0,147,1
29930,0,153.14285714285714,South Africa,Sri Lanka,Colombo,45,85,6.8,8,30.0,2.0,163,1
27557,0,146.14285714285714,Afghanistan,Zimbabwe,Sharjah,76,55,7.5,9,39.0,1.0,215,1
108544,0,125.15789473684211,West Indies,Bangladesh,Dhaka,54,101,9.181818181818182,5,31.0,2.0,175,2
61124,0,154.66666666666666,Ireland,Zimbabwe,Bready,54,64,5.818181818181818,9,31.0,0.0,178,1
130717,0,141.33333333333334,West Indies,Sri Lanka,London,79,33,4.829268292682927,7,27.0,0.0,101,2
173180,0,176.0,Sri Lanka,Australia,Victoria,0,176,8.8,2,61.0,2.0,176,2
33807,1,169.58823529411765,New Zealand,Sri Lanka,Pallekele,88,37,6.9375,10,36.0,0.0,174,1
65515,0,191.25,India,England,Mumbai,23,127,7.855670103092783,5,37.0,1.0,177,1
56879,0,159.33333333333334,England,India,Bristol,53,118,10.567164179104479,8,44.0,2.0,198,1
152740,0,148.54545454545453,South Africa,Pakistan,Lahore,60,65,6.5,8,21.0,2.0,166,2
110337,0,125.15789473684211,Bangladesh,Zimbabwe,Dhaka,32,109,7.4318181818181825,9,37.0,1.0,120,2
97977,0,149.28571428571428,South Africa,India,Cape Town,65,45,4.909090909090909,8,26.0,1.0,165,2
39397,0,172.66666666666666,Ireland,West Indies,St George's,60,130,13.0,10,46.0,0.0,208,1
116890,0,136.78571428571428,South Africa,Sri Lanka,Sharjah,75,46,6.133333333333334,8,30.0,2.0,146,2
85057,1,171.66666666666666,West Indies,Australia,Gros Islet,90,35,7.0,9,35.0,1.0,196,1
95349,0,143.0,England,West Indies,Nottingham,68,62,7.153846153846154,9,39.0,0.0,173,2
28431,0,153.14285714285714,India,Sri Lanka,Colombo,70,63,7.56,8,39.0,1.0,164,1
102938,0,128.3953488372093,Ireland,Netherlands,Dubai,78,52,7.428571428571429,9,40.0,1.0,137,2
137121,0,149.95833333333334,New Zealand,South Africa,Auckland,31,107,7.213483146067415,0,48.0,6.0,107,2
175195,1,130.0,Netherlands,Afghanistan,Edinburgh,88,45,8.4375,9,39.0,1.0,130,2
141796,0,130.3448275862069,Bangladesh,South Africa,Mirpur,75,56,7.466666666666667,8,35.0,2.0,138,2
99802,0,128.3953488372093,Pakistan,New Zealand,Dubai,80,54,8.1,9,37.0,1.0,154,2
89295,0,155.5,Pakistan,Australia,Canberra,72,43,5.375,8,21.0,2.0,150,1
78366,0,180.0,Ireland,Afghanistan,Greater Noida,60,92,9.2,9,45.0,1.0,172,1
161145,0,128.33333333333334,West Indies,Sri Lanka,Coolidge,70,60,7.199999999999999,7,44.0,2.0,117,2
64027,0,153.88235294117646,Australia,West Indies,Barbados,70,72,8.639999999999999,7,36.0,3.0,97,1
112778,0,138.07142857142858,Bangladesh,Zimbabwe,Harare,5,193,10.069565217391304,5,51.0,2.0,194,2
80954,0,182.0,Bangladesh,New Zealand,Napier,6,136,7.157894736842105,3,40.0,2.0,141,1
110748,0,138.07142857142858,Zimbabwe,Pakistan,Harare,18,105,6.176470588235294,3,32.0,3.0,108,2
35558,0,168.44444444444446,England,Sri Lanka,Southampton,69,68,8.0,10,45.0,0.0,180,1
137916,0,149.95833333333334,Sri Lanka,New Zealand,Auckland,56,106,9.9375,6,45.0,1.0,144,2
168414,0,160.25,Afghanistan,Zimbabwe,Bulawayo,40,118,8.85,8,39.0,2.0,191,2
49695,0,168.66666666666666,South Africa,New Zealand,Auckland,81,58,8.923076923076923,9,44.0,1.0,185,1
148034,0,157.4,Afghanistan,Bangladesh,Dehradun,57,57,5.428571428571429,8,19.0,1.0,135,2
85337,0,171.66666666666666,West Indies,Australia,Gros Islet,68,109,12.576923076923078,8,69.0,1.0,199,1
11447,1,138.1627906976744,Ireland,Afghanistan,Dubai,87,43,7.818181818181818,9,35.0,1.0,142,1
79561,0,110.0,Bangladesh,West Indies,St Kitts,10,133,7.254545454545455,2,19.0,3.0,143,1
45717,0,158.30769230769232,New Zealand,South Africa,Durban,11,86,4.73394495412844,1,24.0,1.0,86,1
111035,1,138.07142857142858,India,Zimbabwe,Harare,83,41,6.648648648648648,8,34.0,1.0,112,2
70911,0,166.28571428571428,South Africa,Ireland,Dublin,40,112,8.4,6,53.0,1.0,165,1
68749,0,169.22222222222223,New Zealand,Bangladesh,Mount Maunganui,48,79,6.583333333333333,7,35.0,0.0,194,1
35128,0,169.58823529411765,Sri Lanka,Australia,Pallekele,4,150,7.758620689655173,3,29.0,3.0,157,1
112412,0,138.07142857142858,New Zealand,Zimbabwe,Harare,40,121,9.075,10,58.0,0.0,127,2
150392,0,132.1764705882353,South Africa,England,Barbados,13,125,7.009345794392524,3,44.0,2.0,129,2
114707,0,162.58333333333334,New Zealand,Pakistan,Hamilton,42,115,8.846153846153847,10,42.0,0.0,171,2
7996,0,138.1627906976744,England,Pakistan,Dubai,52,90,7.941176470588235,6,42.0,2.0,150,1
89032,0,134.0,West Indies,Ireland,Jamaica,25,73,4.610526315789474,4,23.0,3.0,96,1
12118,0,138.1627906976744,Pakistan,New Zealand,Dubai,40,105,7.875,7,35.0,1.0,153,1
