,powerPlay,AverageScore,battingTeam,bowlingTeam,city,delivery_left,score,CurrentRunRate,wicketsLeft,Run_In_Last5,Wickets_In_Last5,Final_Score,innings
32266,0,153.14285714285714,New Zealand,Sri Lanka,Colombo,51,94,8.173913043478262,9,42.0,1.0,170,1
47001,0,158.30769230769232,England,South Africa,Durban,0,204,10.2,3,79.0,2.0,204,1
45705,0,158.30769230769232,New Zealand,South Africa,Durban,23,79,4.886597938144329,2,25.0,1.0,86,1
59293,1,149.0,South Africa,New Zealand,Chattogram,85,39,6.685714285714286,8,37.0,2.0,170,1
174494,0,137.0,Pakistan,Sri Lanka,King City,79,44,6.439024390243903,8,36.0,2.0,141,2
159319,0,152.25,Bangladesh,Zimbabwe,Khulna,3,151,7.743589743589744,4,44.0,1.0,156,2
158165,0,130.5,England,New Zealand,Manchester,36,99,7.071428571428571,9,37.0,0.0,127,2
157575,0,130.5,England,Pakistan,Manchester,36,125,8.928571428571429,6,47.0,0.0,185,2
22485,0,157.21428571428572,Pakistan,Australia,Harare,16,95,5.480769230769231,3,31.0,1.0,116,1
56893,0,159.33333333333334,England,India,Bristol,39,134,9.925925925925926,7,39.0,2.0,198,1
116684,0,136.78571428571428,Netherlands,Afghanistan,Sharjah,77,39,5.441860465116279,9,23.0,0.0,92,2
18437,0,145.89473684210526,New Zealand,Bangladesh,Dhaka,20,91,5.46,5,24.0,0.0,128,1
10093,0,138.1627906976744,Australia,Pakistan,Dubai,1,108,5.445378151260504,0,14.0,3.0,108,1
48210,0,168.66666666666666,New Zealand,Australia,Auckland,24,202,12.625,8,63.0,1.0,243,1
150497,0,132.1764705882353,England,Pakistan,Barbados,25,125,7.894736842105263,8,40.0,0.0,151,2
111257,0,138.07142857142858,Zimbabwe,Australia,Harare,61,91,9.254237288135593,6,43.0,3.0,129,2
23301,0,157.21428571428572,Pakistan,Zimbabwe,Harare,69,52,6.117647058823529,7,30.0,1.0,161,1
122519,1,147.11764705882354,Sri Lanka,New Zealand,Pallekele,87,64,11.636363636363637,10,53.0,0.0,174,2
36932,0,146.41666666666666,England,Pakistan,Abu Dhabi,47,72,5.917808219178083,7,24.0,1.0,129,1
71291,0,181.5,Pakistan,New Zealand,Christchurch,34,113,7.883720930232558,6,30.0,3.0,183,1
58328,0,163.23076923076923,Australia,India,Sydney,60,82,8.2,8,37.0,1.0,186,1
156365,0,148.0,New Zealand,India,Christchurch,9,159,8.594594594594595,7,52.0,0.0,166,2
80480,0,130.71428571428572,South Africa,Sri Lanka,Hambantota,55,61,5.63076923076923,7,31.0,2.0,145,1
44530,1,139.66666666666666,Zimbabwe,Pakistan,Rawalpindi,90,37,7.4,8,37.0,2.0,156,1
100590,0,128.3953488372093,Australia,Sri Lanka,Dubai,79,70,10.24390243902439,9,55.0,1.0,155,2
2760,1,154.71428571428572,India,England,Bengaluru,89,40,7.741935483870967,9,37.0,1.0,202,1
67640,0,161.36363636363637,Bangladesh,Pakistan,Lahore,36,84,6.0,7,39.0,0.0,136,1
13285,0,170.24137931034483,South Africa,West Indies,Johannesburg,11,213,11.724770642201834,6,56.0,0.0,231,1
165377,0,154.25,South Africa,Pakistan,Centurion,62,56,5.793103448275862,7,36.0,1.0,141,2
66643,0,161.36363636363637,Pakistan,South Africa,Lahore,41,107,8.126582278481013,6,42.0,2.0,169,1
136836,0,149.95833333333334,India,New Zealand,Auckland,31,150,10.112359550561797,6,35.0,2.0,204,2
23183,0,157.21428571428572,India,Zimbabwe,Harare,57,58,5.523809523809524,7,29.0,0.0,138,1
160474,0,145.33333333333334,England,New Zealand,Delhi,36,121,8.642857142857142,7,33.0,2.0,159,2
114939,0,162.58333333333334,Pakistan,New Zealand,Hamilton,69,71,8.352941176470589,7,41.0,2.0,146,2
90381,1,148.5,West Indies,New Zealand,Dominica,89,28,5.419354838709677,9,28.0,1.0,165,1
168900,0,151.0,India,England,Birmingham,40,123,9.225,8,45.0,1.0,177,2
157662,0,130.5,Pakistan,England,Manchester,72,93,11.625,10,57.0,0.0,139,2
169301,0,151.0,Australia,England,Birmingham,70,72,8.639999999999999,6,39.0,3.0,193,2
168249,1,145.2,South Africa,Australia,Brisbane,88,16,3.0,8,12.0,2.0,114,2
15273,0,170.24137931034483,South Africa,Australia,Johannesburg,21,161,9.757575757575758,8,61.0,1.0,201,1
93065,0,148.91666666666666,Australia,West Indies,St Lucia,50,93,7.9714285714285715,9,39.0,0.0,153,2
59820,0,149.0,Netherlands,Sri Lanka,Chattogram,57,39,3.7142857142857144,0,28.0,6.0,39,1
66026,0,191.25,India,West Indies,Mumbai,12,204,11.333333333333334,8,62.0,0.0,240,1
141617,0,130.3448275862069,Bangladesh,West Indies,Mirpur,31,119,8.02247191011236,9,33.0,0.0,179,2
167080,0,166.66666666666666,Pakistan,India,Ahmedabad,7,173,9.185840707964603,4,49.0,4.0,181,2
22239,0,157.21428571428572,Zimbabwe,Bangladesh,Harare,16,138,7.961538461538462,6,46.0,2.0,166,1
153676,0,148.54545454545453,Pakistan,Bangladesh,Lahore,59,69,6.786885245901639,9,36.0,0.0,137,2
8177,0,138.1627906976744,Pakistan,Australia,Dubai,0,176,8.8,6,57.0,3.0,176,1
92835,0,119.2,West Indies,India,Lauderhill,72,46,5.75,8,38.0,0.0,98,2
170945,0,157.57142857142858,Bangladesh,New Zealand,Mount Maunganui,79,57,8.341463414634147,7,37.0,2.0,148,2
73291,0,151.36363636363637,England,Pakistan,Manchester,45,91,7.28,7,30.0,2.0,135,1
164623,0,154.25,Pakistan,South Africa,Centurion,63,96,10.105263157894736,10,51.0,0.0,205,2
86456,0,169.75,Bangladesh,Zimbabwe,Bulawayo,46,111,9.0,7,41.0,2.0,168,1
63293,0,153.88235294117646,Australia,India,Barbados,66,76,8.444444444444445,10,41.0,0.0,184,1
31259,1,153.14285714285714,Pakistan,India,Colombo,93,35,7.777777777777778,9,34.0,1.0,128,1
40608,0,139.69230769230768,South Africa,Australia,Melbourne,76,44,6.0,8,30.0,0.0,101,1
113449,0,138.07142857142858,Zimbabwe,Pakistan,Harare,74,53,6.913043478260869,8,32.0,2.0,138,2
58545,1,163.23076923076923,Australia,England,Sydney,91,26,5.379310344827586,10,26.0,0.0,195,1
93035,0,148.91666666666666,Australia,West Indies,St Lucia,80,54,8.1,9,47.0,0.0,153,2
17156,0,162.46666666666667,New Zealand,Sri Lanka,Wellington,60,101,10.1,8,41.0,2.0,162,1
127471,0,129.41666666666666,Pakistan,Sri Lanka,Abu Dhabi,69,46,5.411764705882353,8,35.0,1.0,103,2
140638,0,130.3448275862069,Bangladesh,Zimbabwe,Mirpur,68,64,7.384615384615385,7,38.0,2.0,136,2
66077,1,191.25,Australia,India,Mumbai,84,58,9.666666666666666,9,46.0,0.0,166,1
78356,0,180.0,Ireland,Afghanistan,Greater Noida,70,81,9.719999999999999,9,40.0,1.0,172,1
161685,0,151.16666666666666,Ireland,Afghanistan,Greater Noida,83,65,10.54054054054054,8,58.0,2.0,93,2
45883,0,158.30769230769232,India,Pakistan,Durban,77,36,5.023255813953488,6,26.0,2.0,141,1
10648,0,138.1627906976744,South Africa,Pakistan,Dubai,66,62,6.888888888888889,9,30.0,1.0,150,1
127725,0,161.66666666666666,West Indies,Ireland,St George's,53,114,10.208955223880597,7,49.0,2.0,204,2
166034,0,125.33333333333333,Australia,Pakistan,Perth,83,57,9.243243243243242,10,47.0,0.0,109,2
52943,0,148.20689655172413,Pakistan,Australia,Mirpur,55,95,8.769230769230768,8,59.0,0.0,191,1
134549,0,146.15384615384616,South Africa,England,Durban,34,136,9.488372093023255,7,35.0,1.0,202,2
104201,1,149.27586206896552,South Africa,England,Johannesburg,91,67,13.862068965517242,10,63.0,0.0,172,2
101320,0,128.3953488372093,Pakistan,New Zealand,Dubai,68,48,5.538461538461539,7,28.0,1.0,127,2
28746,0,153.14285714285714,India,South Africa,Colombo,3,146,7.487179487179487,5,40.0,1.0,152,1
63091,0,207.0,West Indies,India,Hyderabad,27,152,9.806451612903226,7,46.0,0.0,207,1
38318,0,146.41666666666666,Pakistan,Australia,Abu Dhabi,29,120,7.912087912087912,7,42.0,2.0,155,1
169446,0,142.66666666666666,New Zealand,Sri Lanka,Kandy,48,62,5.166666666666667,1,24.0,4.0,88,2
165274,0,154.25,Australia,South Africa,Centurion,71,67,8.204081632653061,8,38.0,2.0,129,2
79650,0,110.0,West Indies,Afghanistan,St Kitts,45,90,7.2,8,25.0,1.0,112,1
163155,1,103.0,Sri Lanka,South Africa,Hambantota,84,67,11.166666666666666,9,49.0,1.0,164,2
137206,0,149.95833333333334,New Zealand,England,Auckland,38,120,8.78048780487805,6,43.0,2.0,174,2
22194,0,157.21428571428572,Zimbabwe,Bangladesh,Harare,60,77,7.7,8,35.0,0.0,166,1
50451,0,168.66666666666666,New Zealand,India,Auckland,49,96,8.112676056338028,6,48.0,1.0,158,1
41493,0,139.69230769230768,Sri Lanka,Australia,Melbourne,41,82,6.227848101265823,7,33.0,0.0,161,1
91267,0,183.5,New Zealand,England,Nelson,70,71,8.52,7,35.0,3.0,180,1
149700,0,132.1764705882353,New Zealand,South Africa,Barbados,33,108,7.448275862068965,6,41.0,1.0,157,2
10759,0,138.1627906976744,Netherlands,Ireland,Dubai,78,40,5.714285714285714,8,34.0,1.0,114,1
58605,0,163.23076923076923,Australia,England,Sydney,33,132,9.10344827586207,6,55.0,2.0,195,1
174611,1,153.0,England,New Zealand,Nelson,85,45,7.714285714285714,9,34.0,1.0,166,2
67241,0,161.36363636363637,Pakistan,South Africa,Lahore,58,70,6.774193548387096,7,29.0,1.0,144,1
174491,0,137.0,Pakistan,Sri Lanka,King City,82,42,6.631578947368421,8,36.0,2.0,141,2
153465,0,148.54545454545453,Pakistan,Zimbabwe,Lahore,27,155,10.0,8,43.0,2.0,173,2
36466,0,146.41666666666666,Netherlands,Ireland,Abu Dhabi,24,87,5.4375,4,34.0,0.0,106,1
144878,0,141.92307692307693,India,Australia,Sydney,10,177,9.654545454545454,7,45.0,1.0,200,2
74225,0,151.36363636363637,Pakistan,England,Manchester,29,132,8.703296703296704,8,40.0,1.0,195,1
75405,0,174.25,Bangladesh,Zimbabwe,Khulna,53,81,7.253731343283582,7,34.0,2.0,167,1
34757,0,169.58823529411765,Sri Lanka,Australia,Pallekele,6,178,9.368421052631579,7,68.0,0.0,198,1
29927,0,153.14285714285714,South Africa,Sri Lanka,Colombo,48,84,7.0,8,30.0,2.0,163,1
168274,0,145.2,South Africa,Australia,Brisbane,63,47,4.947368421052632,7,37.0,1.0,114,2
169821,0,122.75,West Indies,India,Lucknow,18,93,5.470588235294118,3,22.0,2.0,124,2
35716,0,168.44444444444446,Australia,England,Southampton,32,99,6.75,5,41.0,2.0,157,1
92940,0,119.2,West Indies,Bangladesh,Lauderhill,68,52,6.0,7,24.0,2.0,135,2
125152,0,129.41666666666666,Pakistan,Sri Lanka,Abu Dhabi,16,102,5.884615384615385,4,33.0,2.0,125,2
149458,0,132.1764705882353,Afghanistan,South Africa,Barbados,59,42,4.131147540983607,2,25.0,2.0,80,2
39121,1,146.41666666666666,Sri Lanka,Pakistan,Abu Dhabi,88,35,6.5625,8,34.0,2.0,102,1
73328,0,151.36363636363637,England,Pakistan,Manchester,10,125,6.818181818181818,4,29.0,2.0,135,1
159029,0,152.25,Bangladesh,Zimbabwe,Khulna,48,99,8.25,5,42.0,0.0,162,2
40867,0,139.69230769230768,Australia,Sri Lanka,Melbourne,46,90,7.297297297297297,8,36.0,2.0,168,1
130008,0,141.33333333333334,England,Sri Lanka,London,71,59,7.224489795918368,7,35.0,2.0,174,2
10681,0,138.1627906976744,South Africa,Pakistan,Dubai,33,115,7.931034482758621,9,51.0,0.0,150,1
12885,0,138.1627906976744,Sri Lanka,Pakistan,Dubai,23,164,10.144329896907216,8,64.0,1.0,211,1
73387,0,151.36363636363637,South Africa,England,Manchester,71,68,8.326530612244898,5,35.0,3.0,77,1
90700,0,201.0,India,Sri Lanka,Indore,16,223,12.865384615384617,9,58.0,0.0,260,1
12270,0,138.1627906976744,Netherlands,Ireland,Dubai,16,121,6.980769230769231,6,38.0,1.0,158,1
54700,0,148.20689655172413,West Indies,Bangladesh,Mirpur,21,139,8.424242424242424,6,43.0,1.0,197,1
169778,0,122.75,West Indies,India,Lucknow,60,67,6.7,6,34.0,3.0,124,2
11898,0,138.1627906976744,England,Pakistan,Dubai,12,124,6.888888888888889,7,37.0,2.0,148,1
81386,0,131.66666666666666,South Africa,West Indies,Port Elizabeth,57,36,3.4285714285714284,3,20.0,1.0,58,1
175088,0,171.0,England,South Africa,Taunton,69,71,8.352941176470589,9,40.0,0.0,171,2
38333,0,146.41666666666666,Pakistan,Australia,Abu Dhabi,14,133,7.528301886792453,4,32.0,5.0,155,1
27932,0,153.14285714285714,England,Afghanistan,Colombo,80,54,8.1,9,49.0,0.0,196,1
40845,0,139.69230769230768,Australia,Sri Lanka,Melbourne,68,66,7.615384615384616,10,40.0,0.0,168,1
137329,0,149.95833333333334,New Zealand,South Africa,Auckland,40,123,9.225,7,36.0,1.0,162,2
7021,0,156.9047619047619,Australia,Zimbabwe,Cape Town,34,87,6.069767441860465,5,39.0,1.0,138,1
70120,1,142.375,England,Australia,Cardiff,88,22,4.125,8,16.0,2.0,182,1
77529,0,140.66666666666666,Sri Lanka,West Indies,Coolidge,30,118,7.866666666666666,7,23.0,2.0,160,1
25820,0,177.6,Australia,Pakistan,Chandigarh,15,161,9.2,6,59.0,1.0,193,1
109930,1,125.15789473684211,Bangladesh,Australia,Dhaka,86,34,6.0,8,32.0,2.0,123,2
172450,0,132.0,Ireland,West Indies,Jamaica,65,25,2.7272727272727275,6,13.0,3.0,85,2
115053,0,162.58333333333334,Bangladesh,New Zealand,Hamilton,78,53,7.571428571428571,6,37.0,4.0,144,2
66903,0,161.36363636363637,Bangladesh,Pakistan,Lahore,27,103,6.645161290322581,7,34.0,3.0,141,1
98924,0,149.28571428571428,Australia,South Africa,Cape Town,26,120,7.659574468085107,7,32.0,0.0,147,2
22857,0,157.21428571428572,Pakistan,Zimbabwe,Harare,16,136,7.846153846153847,9,45.0,0.0,165,1
121966,0,147.11764705882354,Bangladesh,Sri Lanka,Pallekele,55,93,8.584615384615384,6,46.0,2.0,181,2
132854,0,123.16666666666667,West Indies,Zimbabwe,Trinidad,67,32,3.622641509433962,6,15.0,4.0,79,2
114371,0,162.58333333333334,New Zealand,Zimbabwe,Hamilton,16,169,9.75,7,55.0,2.0,202,2
100788,0,128.3953488372093,Australia,Pakistan,Dubai,37,100,7.228915662650602,7,37.0,2.0,151,2
123630,0,147.11764705882354,Sri Lanka,Australia,Pallekele,59,93,9.147540983606557,6,43.0,1.0,178,2
26191,0,177.6,South Africa,India,Chandigarh,20,123,7.38,7,35.0,1.0,149,1
163720,0,103.0,Sri Lanka,South Africa,Hambantota,53,68,6.089552238805971,7,26.0,1.0,123,2
109358,0,125.15789473684211,Zimbabwe,Afghanistan,Dhaka,52,67,5.911764705882352,6,23.0,1.0,169,2
133757,0,146.15384615384616,South Africa,Australia,Durban,63,72,7.578947368421052,6,45.0,2.0,158,2
82663,0,177.33333333333334,South Africa,Australia,Centurion,5,117,6.104347826086956,3,35.0,1.0,128,1
21208,0,157.21428571428572,Zimbabwe,India,Harare,72,64,8.0,7,33.0,1.0,111,1
138894,0,126.0,West Indies,England,Kolkata,65,50,5.454545454545455,7,32.0,0.0,161,2
130259,0,141.33333333333334,West Indies,Australia,London,70,103,12.36,10,59.0,0.0,172,2
8670,0,138.1627906976744,New Zealand,Pakistan,Dubai,3,149,7.641025641025641,4,56.0,2.0,153,1
133640,0,146.15384615384616,South Africa,New Zealand,Durban,62,61,6.310344827586207,7,38.0,1.0,158,2
11624,0,138.1627906976744,Pakistan,West Indies,Dubai,39,94,6.962962962962963,7,34.0,1.0,160,1
18872,1,145.89473684210526,Bangladesh,Australia,Dhaka,85,24,4.114285714285715,8,22.0,2.0,127,1
122555,0,147.11764705882354,Sri Lanka,New Zealand,Pallekele,52,114,10.058823529411764,9,40.0,1.0,174,2
96075,0,143.0,England,Pakistan,Nottingham,66,110,12.222222222222221,6,62.0,2.0,201,2
16099,0,170.24137931034483,South Africa,Pakistan,Johannesburg,16,118,6.807692307692308,5,24.0,2.0,153,1
19652,0,145.89473684210526,Afghanistan,Bangladesh,Dhaka,14,139,7.867924528301886,4,49.0,2.0,164,1
26741,0,146.14285714285714,England,Pakistan,Sharjah,35,92,6.4941176470588236,4,23.0,2.0,154,1
148017,0,157.4,Afghanistan,Bangladesh,Dehradun,73,48,6.127659574468085,9,37.0,1.0,135,2
136684,0,149.95833333333334,West Indies,New Zealand,Auckland,53,88,7.880597014925374,8,31.0,1.0,155,2
657,0,159.2,New Zealand,Sri Lanka,Lauderhill,76,38,5.181818181818182,8,25.0,2.0,120,1
7535,0,156.9047619047619,England,Australia,Cape Town,21,123,7.454545454545454,5,43.0,1.0,135,1
110835,0,138.07142857142858,Zimbabwe,Pakistan,Harare,40,77,5.7749999999999995,4,23.0,3.0,123,2
12860,0,138.1627906976744,Sri Lanka,Pakistan,Dubai,42,118,9.076923076923077,9,55.0,1.0,211,1
64415,0,153.88235294117646,England,West Indies,Barbados,4,150,7.758620689655173,4,44.0,2.0,152,1
5016,0,160.83333333333334,Bangladesh,Ireland,Nottingham,46,72,5.837837837837838,5,21.0,2.0,137,1
61620,0,154.66666666666666,Ireland,Zimbabwe,Bready,5,164,8.556521739130435,6,40.0,2.0,174,1
11087,0,138.1627906976744,Afghanistan,Netherlands,Dubai,81,40,6.153846153846154,7,24.0,3.0,128,1
160658,0,145.33333333333334,Afghanistan,England,Delhi,77,31,4.325581395348837,7,18.0,1.0,127,2
27567,0,146.14285714285714,Afghanistan,Zimbabwe,Sharjah,66,76,8.444444444444445,9,52.0,1.0,215,1
171083,0,157.57142857142858,New Zealand,Pakistan,Mount Maunganui,55,75,6.9230769230769225,9,28.0,0.0,163,2
172628,0,132.0,Ireland,West Indies,Jamaica,9,109,5.891891891891892,6,29.0,1.0,117,2
31159,0,153.14285714285714,India,Australia,Colombo,67,65,7.3584905660377355,8,37.0,1.0,140,1
156468,0,148.0,New Zealand,England,Christchurch,20,117,7.02,3,38.0,2.0,143,2
144045,0,141.92307692307693,Sri Lanka,Australia,Sydney,13,120,6.728971962616823,5,33.0,1.0,139,2
125617,0,129.41666666666666,South Africa,Pakistan,Abu Dhabi,28,91,5.934782608695652,7,35.0,0.0,120,2
70028,0,142.375,Pakistan,England,Cardiff,56,63,5.90625,7,19.0,2.0,126,1
91286,0,183.5,New Zealand,England,Nelson,53,97,8.686567164179104,7,36.0,1.0,180,1
113147,0,138.07142857142858,India,Zimbabwe,Harare,9,155,8.378378378378379,5,44.0,1.0,168,2
160902,0,145.33333333333334,Sri Lanka,England,Delhi,71,47,5.755102040816327,6,31.0,0.0,161,2
52082,1,143.0,Pakistan,India,Kolkata,86,27,4.764705882352941,10,24.0,0.0,118,1
93094,0,148.91666666666666,Australia,West Indies,St Lucia,21,134,8.121212121212121,8,45.0,1.0,153,2
57705,0,163.23076923076923,Australia,New Zealand,Sydney,63,64,6.7368421052631575,7,25.0,1.0,150,1
164497,0,117.33333333333333,New Zealand,South Africa,Port Elizabeth,7,131,6.955752212389381,2,36.0,2.0,146,2
125794,0,129.41666666666666,Australia,West Indies,Abu Dhabi,83,53,8.594594594594595,9,48.0,1.0,161,2
103552,0,128.3953488372093,Pakistan,Sri Lanka,Dubai,34,137,9.55813953488372,2,53.0,3.0,187,2
171939,1,131.5,South Africa,India,Dharamsala,91,56,11.586206896551724,10,56.0,0.0,200,2
139675,0,130.3448275862069,West Indies,Sri Lanka,Mirpur,66,44,4.888888888888889,7,19.0,3.0,80,2
90820,0,201.0,Sri Lanka,India,Indore,21,115,6.96969696969697,5,33.0,2.0,142,1
108177,0,135.2,England,New Zealand,Wellington,82,60,9.473684210526317,9,51.0,1.0,184,2
157824,0,130.5,England,India,Manchester,40,115,8.625,7,46.0,0.0,169,2
156217,0,148.0,Australia,New Zealand,Christchurch,44,98,7.736842105263158,5,46.0,1.0,131,2
69220,0,169.22222222222223,New Zealand,West Indies,Mount Maunganui,10,216,11.781818181818183,8,65.0,0.0,238,1
102831,0,128.3953488372093,New Zealand,Pakistan,Dubai,61,61,6.203389830508474,8,30.0,1.0,146,2
124450,0,143.44444444444446,Australia,England,Southampton,7,144,7.646017699115045,5,39.0,0.0,146,2
9720,0,138.1627906976744,West Indies,England,Dubai,42,50,3.8461538461538463,1,9.0,4.0,55,1
137656,0,149.95833333333334,New Zealand,West Indies,Auckland,41,147,11.164556962025317,5,63.0,1.0,179,2
156132,0,148.0,New Zealand,Pakistan,Christchurch,29,80,5.274725274725275,1,33.0,3.0,80,2
124150,0,143.44444444444446,Sri Lanka,England,Southampton,71,46,5.63265306122449,7,25.0,2.0,91,2
153783,0,148.54545454545453,Pakistan,Zimbabwe,Lahore,55,96,8.86153846153846,7,49.0,2.0,176,2
153703,0,148.54545454545453,Pakistan,Bangladesh,Lahore,33,114,7.862068965517241,9,51.0,0.0,137,2
48984,0,168.66666666666666,England,New Zealand,Auckland,49,98,8.28169014084507,6,33.0,1.0,184,1
122317,0,147.11764705882354,Sri Lanka,India,Pallekele,53,78,6.985074626865672,6,25.0,1.0,116,2
711,0,159.2,New Zealand,Sri Lanka,Lauderhill,23,94,5.814432989690721,5,35.0,2.0,120,1
112276,1,138.07142857142858,India,Zimbabwe,Harare,90,28,5.6,10,27.0,0.0,103,2
98139,0,149.28571428571428,England,South Africa,Cape Town,27,103,6.645161290322581,5,42.0,2.0,135,2
167255,0,156.33333333333334,West Indies,Australia,Gros Islet,78,85,12.142857142857142,9,57.0,1.0,185,2
24974,0,178.75,New Zealand,West Indies,Hamilton,4,189,9.775862068965518,3,40.0,4.0,191,1
164321,0,117.33333333333333,Australia,South Africa,Port Elizabeth,59,85,8.360655737704919,9,36.0,0.0,146,2
82210,0,177.33333333333334,South Africa,Australia,Centurion,23,120,7.422680412371133,6,42.0,1.0,156,1
147832,0,120.66666666666667,Ireland,Zimbabwe,Bready,15,104,5.942857142857143,3,17.0,2.0,119,2
85115,0,171.66666666666666,West Indies,Australia,Gros Islet,37,115,8.313253012048193,7,50.0,0.0,196,1
44361,0,152.8,England,West Indies,London,12,138,7.666666666666667,5,32.0,2.0,161,1
72330,0,174.0,West Indies,India,Chennai,40,95,7.125,7,33.0,2.0,181,1
95512,0,143.0,Sri Lanka,Australia,Nottingham,28,124,8.08695652173913,7,37.0,1.0,160,2
117702,0,135.609756097561,Sri Lanka,India,Colombo,49,82,6.929577464788732,7,32.0,1.0,126,2
129034,0,131.0,Sri Lanka,Australia,Melbourne,61,86,8.745762711864407,8,35.0,1.0,172,2
9602,0,138.1627906976744,Sri Lanka,Australia,Dubai,33,103,7.103448275862069,5,25.0,4.0,154,1
43384,0,152.8,New Zealand,England,London,1,200,10.08403361344538,6,44.0,2.0,201,1
173775,0,215.0,Australia,New Zealand,Dunedin,4,205,10.60344827586207,3,68.0,1.0,215,2
31174,0,153.14285714285714,India,Australia,Colombo,52,74,6.529411764705882,5,19.0,4.0,140,1
108945,0,125.15789473684211,Australia,Bangladesh,Dhaka,13,101,5.663551401869159,6,32.0,3.0,117,2
65750,0,191.25,India,West Indies,Mumbai,38,117,8.560975609756097,9,43.0,0.0,192,1
17377,1,162.46666666666667,India,New Zealand,Wellington,86,41,7.235294117647059,8,40.0,2.0,149,1
101175,1,128.3953488372093,Australia,Pakistan,Dubai,89,19,3.6774193548387095,8,19.0,2.0,136,2
127737,0,161.66666666666666,West Indies,Ireland,St George's,41,144,10.936708860759493,7,53.0,2.0,204,2
3435,0,154.71428571428572,India,Pakistan,Bengaluru,31,105,7.078651685393258,7,31.0,3.0,133,1
104478,0,149.27586206896552,South Africa,West Indies,Johannesburg,48,120,10.0,8,40.0,1.0,208,2
149650,0,132.1764705882353,New Zealand,South Africa,Barbados,82,45,7.105263157894737,9,37.0,0.0,157,2
55537,0,148.20689655172413,Pakistan,Bangladesh,Mirpur,38,95,6.951219512195122,6,34.0,3.0,135,1
96223,0,143.0,South Africa,Pakistan,Nottingham,37,79,5.710843373493976,7,28.0,0.0,142,2
73610,0,151.36363636363637,India,England,Manchester,31,129,8.696629213483146,5,50.0,4.0,165,1
78364,0,180.0,Ireland,Afghanistan,Greater Noida,62,91,9.413793103448276,9,45.0,1.0,172,1
8754,0,138.1627906976744,India,New Zealand,Dubai,39,64,4.7407407407407405,6,22.0,1.0,110,1
68127,0,191.0,West Indies,Pakistan,Karachi,41,87,6.607594936708861,8,41.0,1.0,153,1
28874,0,153.14285714285714,India,Sri Lanka,Colombo,0,132,6.6,5,33.0,2.0,132,1
130860,0,141.33333333333334,New Zealand,South Africa,London,51,64,5.565217391304348,8,28.0,0.0,127,2
43479,0,152.8,England,India,London,28,103,6.717391304347826,7,29.0,2.0,153,1
2895,0,154.71428571428572,India,Australia,Bengaluru,79,60,8.78048780487805,10,52.0,0.0,190,1
166794,0,166.66666666666666,England,India,Ahmedabad,57,89,8.476190476190476,8,37.0,1.0,158,2
89919,0,179.33333333333334,South Africa,Ireland,Belfast,63,57,6.0,6,29.0,1.0,159,1
170582,1,157.57142857142858,New Zealand,India,Mount Maunganui,87,32,5.818181818181818,7,30.0,3.0,156,2
118484,0,135.609756097561,Sri Lanka,Bangladesh,Colombo,59,73,7.180327868852459,5,33.0,0.0,131,2
82057,0,177.33333333333334,New Zealand,South Africa,Centurion,50,104,8.914285714285715,7,39.0,2.0,177,1
147697,0,120.66666666666667,Ireland,Afghanistan,Bready,37,102,7.373493975903614,4,39.0,2.0,144,2
25297,0,178.75,Bangladesh,New Zealand,Hamilton,53,53,4.746268656716418,5,14.0,3.0,78,1
106688,0,149.27586206896552,Bangladesh,West Indies,Johannesburg,22,159,9.73469387755102,6,43.0,2.0,165,2
87288,0,153.33333333333334,Sri Lanka,New Zealand,Kandy,32,112,7.636363636363637,6,49.0,2.0,161,1
30071,0,153.14285714285714,South Africa,Australia,Colombo,30,92,6.133333333333334,5,28.0,1.0,146,1
167274,0,156.33333333333334,West Indies,Australia,Gros Islet,59,97,9.540983606557377,8,31.0,1.0,185,2
88808,0,200.0,England,Pakistan,Leeds,4,195,10.086206896551724,1,44.0,5.0,200,1
133037,0,123.16666666666667,Pakistan,West Indies,Trinidad,11,119,6.55045871559633,7,30.0,2.0,127,2
103666,0,149.27586206896552,South Africa,Pakistan,Johannesburg,41,126,9.569620253164558,6,40.0,2.0,141,2
77434,0,140.66666666666666,Sri Lanka,West Indies,Coolidge,1,130,6.5546218487394965,6,48.0,0.0,131,1
170247,1,105.5,India,Sri Lanka,Visakhapatnam,90,25,5.0,10,25.0,0.0,84,2
11977,0,138.1627906976744,Afghanistan,Ireland,Dubai,55,78,7.199999999999999,6,26.0,2.0,152,1
92229,0,119.2,New Zealand,West Indies,Lauderhill,74,60,7.826086956521739,8,30.0,2.0,153,2
112369,0,138.07142857142858,New Zealand,Zimbabwe,Harare,82,46,7.2631578947368425,10,39.0,0.0,127,2
173936,0,121.5,New Zealand,West Indies,Dominica,81,46,7.076923076923077,9,34.0,1.0,117,2
148048,0,157.4,Afghanistan,Bangladesh,Dehradun,43,76,5.922077922077921,8,27.0,1.0,135,2
168657,0,160.25,Afghanistan,Zimbabwe,Bulawayo,41,96,7.29113924050633,6,35.0,2.0,154,2
82019,1,177.33333333333334,New Zealand,South Africa,Centurion,85,53,9.085714285714285,9,46.0,1.0,177,1
152176,0,180.125,West Indies,India,Mumbai,23,149,9.216494845360824,4,46.0,1.0,173,2
97409,0,149.28571428571428,South Africa,Bangladesh,Cape Town,64,72,7.7142857142857135,9,43.0,1.0,146,2
